id,type
34575393,path
34575394,path
34577618,path
34577618,residential
34577619,residential
34577619,track
34581927,track
34581983,track
34582002,track
35850939,track
35850940,track
35850941,track
35850943,track
35850944,track
35850946,track
35850951,track
35850956,track
35850957,track
35850960,track
35850962,track
35850963,track
36041476,track
36041477,track
36041477,secondary
36041485,secondary
36041485,tertiary
36137517,tertiary
37268046,tertiary
37268047,tertiary
37281661,tertiary
37281661,unclassified
37281662,unclassified
37283597,unclassified
37283598,unclassified
37283599,unclassified
37283600,unclassified
37283601,unclassified
37283602,unclassified
37285751,unclassified
37285752,unclassified
37294236,unclassified
37294237,unclassified
37372178,unclassified
37377413,unclassified
37385615,unclassified
37503633,unclassified
37536124,unclassified
37536124,residential
37536154,residential
37536154,track
37589227,track
37589227,secondary
37589228,secondary
37589228,residential
37589228,secondary
37589228,residential
37589228,tertiary
37625754,tertiary
37625755,tertiary
38360262,tertiary
38360263,tertiary
38360263,track
38800842,track
39793259,track
39793466,track
44074978,track
44076883,track
44076884,track
44448052,track
44448052,residential
44923474,residential
44923474,tertiary
44938997,tertiary
44938997,residential
44939338,residential
44939844,residential
44940988,residential
44941013,residential
45565805,residential
45565805,service
45565805,tertiary
45675841,tertiary
45675841,unclassified
47021093,unclassified
47021093,residential
47021517,residential
47021531,residential
47021531,pedestrian
47021531,residential
47074643,residential
47074643,living_street
47392139,living_street
47392139,secondary
47392139,living_street
47392167,living_street
47392167,residential
47392167,living_street
47392168,living_street
47392185,living_street
47392436,living_street
47392437,living_street
47392438,living_street
47392439,living_street
47392440,living_street
47392441,living_street
47392442,living_street
47392443,living_street
47392444,living_street
47392445,living_street
47392548,living_street
47392549,living_street
47392679,living_street
47392680,living_street
47392681,living_street
47392708,living_street
47392720,living_street
51746351,living_street
63762409,living_street
63762409,trunk
63762409,track
63763039,track
68578067,track
68578067,residential
68578194,residential
68578194,unclassified
68578194,residential
68578195,residential
68578285,residential
68763307,residential
